chave;primeiro_nsu;ultimo_nsu;qtd_ocorrencias;tipo_documento;numero_nfse;data_emissao;competencia;prestador_cnpj;prestador_nome;tomador_cnpj;tomador_nome;valor_servico;valor_liquido;arquivo_xml;json_path;xml_path;atualizado_em;pdf_path;pdf_tipo
31062001208991555000154220000000171822121498892310;1;1;1;NFSE;2200000001718;2022-12-01T06:42:49-03:00;2022-12-01;08991555000154;CAPYS IT SOLUTIONS SERVICOS EM TECNOLOGIA DA INFORMACAO S/A;06699029000190;CANOPUS CONSTRUCOES LTDA;3854.69;3854.69;CAPYS_IT_SOLUTIONS_SERVICOS_EM_TECNOLOGIA_DA_INFORMACAO_SA NFS-e 2200000001718.xml;saida_adn_nfse\empresas\empresa_7_cert_1\json\1_31062001208991555000154220000000171822121498892310.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\CAPYS_IT_SOLUTIONS_SERVICOS_EM_TECNOLOGIA_DA_INFORMACAO_SA NFS-e 2200000001718.xml;2026-07-09T15:21:27;saida_adn_nfse\empresas\empresa_7_cert_1\danfse\pdf_gerado\31062001208991555000154220000000171822121498892310.pdf;oficial
31062001208836445000118220000000016522122145199575;2;2;1;NFSE;2200000000165;2022-12-01T08:53:05-03:00;2022-12-01;08836445000118;ADMINISTRAAIR CONSULTORIA AERONAUTICA LTDA;06699029000190;CANOPUS CONSTRUÇÕES LTDA;12850.00;12059.72;ADMINISTRAAIR_CONSULTORIA_AERONAUTICA_LTDA NFS-e 2200000000165.xml;saida_adn_nfse\empresas\empresa_7_cert_1\json\2_31062001208836445000118220000000016522122145199575.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\ADMINISTRAAIR_CONSULTORIA_AERONAUTICA_LTDA NFS-e 2200000000165.xml;2026-07-09T15:21:30;saida_adn_nfse\empresas\empresa_7_cert_1\danfse\pdf_gerado\31062001208836445000118220000000016522122145199575.pdf;oficial
31062001242248627000106220000000001622120954973617;3;3;1;NFSE;2200000000016;2022-12-01T10:14:34-03:00;2022-12-01;42248627000106;K. S. FONTES ADMINISTRACAO;06699029000190;CANOPUS CONSTRUÇÕES LTDA;30000.00;30000.00;K._S._FONTES_ADMINISTRACAO NFS-e 2200000000016.xml;saida_adn_nfse\empresas\empresa_7_cert_1\json\3_31062001242248627000106220000000001622120954973617.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\K._S._FONTES_ADMINISTRACAO NFS-e 2200000000016.xml;2026-07-09T15:21:38;saida_adn_nfse\empresas\empresa_7_cert_1\danfse\pdf_gerado\31062001242248627000106220000000001622120954973617.pdf;oficial
31062001204032380000105220000000395222129049112012;4;4;1;NFSE;2200000003952;2022-12-14T18:14:16-03:00;2022-12-14;04032380000105;FERREIRA E CHAGAS ADVOGADOS;06699029000190;CANOPUS CONSTRUCÕES LTDA;4923.81;4621.00;FERREIRA_E_CHAGAS_ADVOGADOS NFS-e 2200000003952.xml;saida_adn_nfse\empresas\empresa_7_cert_1\json\4_31062001204032380000105220000000395222129049112012.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\FERREIRA_E_CHAGAS_ADVOGADOS NFS-e 2200000003952.xml;2026-07-09T15:21:48;saida_adn_nfse\empresas\empresa_7_cert_1\danfse\pdf_gerado\31062001204032380000105220000000395222129049112012.pdf;oficial
31062001208836445000118230000000000323012980155987;5;5;1;NFSE;2300000000003;2023-01-01T16:48:47-03:00;2023-01-01;08836445000118;ADMINISTRAAIR CONSULTORIA AERONAUTICA LTDA;06699029000190;CANOPUS CONSTRUÇÕES LTDA;12850.00;12059.72;ADMINISTRAAIR_CONSULTORIA_AERONAUTICA_LTDA NFS-e 2300000000003.xml;saida_adn_nfse\empresas\empresa_7_cert_1\json\5_31062001208836445000118230000000000323012980155987.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\ADMINISTRAAIR_CONSULTORIA_AERONAUTICA_LTDA NFS-e 2300000000003.xml;2026-07-09T15:21:55;saida_adn_nfse\empresas\empresa_7_cert_1\danfse\pdf_gerado\31062001208836445000118230000000000323012980155987.pdf;oficial
31062001208991555000154230000000001223018114517067;6;6;1;NFSE;2300000000012;2023-01-02T09:23:33-03:00;2023-01-02;08991555000154;CAPYS IT SOLUTIONS SERVICOS EM TECNOLOGIA DA INFORMACAO S/A;06699029000190;CANOPUS CONSTRUCOES LTDA;3854.69;3854.69;CAPYS_IT_SOLUTIONS_SERVICOS_EM_TECNOLOGIA_DA_INFORMACAO_SA NFS-e 2300000000012.xml;saida_adn_nfse\empresas\empresa_7_cert_1\json\6_31062001208991555000154230000000001223018114517067.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\CAPYS_IT_SOLUTIONS_SERVICOS_EM_TECNOLOGIA_DA_INFORMACAO_SA NFS-e 2300000000012.xml;2026-07-09T15:22:06;saida_adn_nfse\empresas\empresa_7_cert_1\danfse\pdf_gerado\31062001208991555000154230000000001223018114517067.pdf;oficial
31062001242248627000106230000000000123013363360285;7;7;1;NFSE;2300000000001;2023-01-02T18:52:49-03:00;2023-01-02;42248627000106;K. S. FONTES ADMINISTRACAO;06699029000190;CANOPUS CONSTRUÇÕES LTDA;35000.00;35000.00;K._S._FONTES_ADMINISTRACAO NFS-e 2300000000001.xml;saida_adn_nfse\empresas\empresa_7_cert_1\json\7_31062001242248627000106230000000000123013363360285.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\K._S._FONTES_ADMINISTRACAO NFS-e 2300000000001.xml;2026-07-09T15:22:07;;
31062001204032380000105230000000019223013147413532;8;8;1;NFSE;2300000000192;2023-01-16T12:50:56-03:00;2023-01-16;04032380000105;FERREIRA E CHAGAS ADVOGADOS;06699029000190;CANOPUS CONSTRUCÕES LTDA;3387.98;3179.62;FERREIRA_E_CHAGAS_ADVOGADOS NFS-e 2300000000192.xml;saida_adn_nfse\empresas\empresa_7_cert_1\json\8_31062001204032380000105230000000019223013147413532.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\FERREIRA_E_CHAGAS_ADVOGADOS NFS-e 2300000000192.xml;2026-07-09T15:22:08;;
31062001208991555000154230000000017723018915678618;9;9;1;NFSE;2300000000177;2023-01-30T15:50:57-03:00;2023-01-30;08991555000154;CAPYS IT SOLUTIONS SERVICOS EM TECNOLOGIA DA INFORMACAO S/A;06699029000190;CANOPUS CONSTRUCOES LTDA;3854.69;3854.69;CAPYS_IT_SOLUTIONS_SERVICOS_EM_TECNOLOGIA_DA_INFORMACAO_SA NFS-e 2300000000177.xml;saida_adn_nfse\empresas\empresa_7_cert_1\json\9_31062001208991555000154230000000017723018915678618.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\CAPYS_IT_SOLUTIONS_SERVICOS_EM_TECNOLOGIA_DA_INFORMACAO_SA NFS-e 2300000000177.xml;2026-07-09T15:22:09;;
31062001242248627000106230000000000223024775245849;10;10;1;NFSE;2300000000002;2023-02-01T11:52:26-03:00;2023-02-01;42248627000106;K. S. FONTES ADMINISTRACAO;06699029000190;CANOPUS CONSTRUÇÕES LTDA;35000.00;35000.00;K._S._FONTES_ADMINISTRACAO NFS-e 2300000000002.xml;saida_adn_nfse\empresas\empresa_7_cert_1\json\10_31062001242248627000106230000000000223024775245849.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\K._S._FONTES_ADMINISTRACAO NFS-e 2300000000002.xml;2026-07-09T15:22:13;saida_adn_nfse\empresas\empresa_7_cert_1\danfse\pdf_gerado\31062001242248627000106230000000000223024775245849.pdf;oficial
31062001237242114000158230000000003323021528905268;11;11;1;NFSE;2300000000033;2023-02-01T14:56:48-03:00;2023-02-01;37242114000158;INCONTEC CONSULTORIA LTDA;06699029000190;CANOPUS CONSTRUCOES LTDA;260.00;260.00;INCONTEC_CONSULTORIA_LTDA NFS-e 2300000000033.xml;saida_adn_nfse\empresas\empresa_7_cert_1\json\11_31062001237242114000158230000000003323021528905268.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\INCONTEC_CONSULTORIA_LTDA NFS-e 2300000000033.xml;2026-07-09T15:22:24;saida_adn_nfse\empresas\empresa_7_cert_1\danfse\pdf_gerado\31062001237242114000158230000000003323021528905268.pdf;oficial
31062001208836445000118230000000003023028272837234;12;12;1;NFSE;2300000000030;2023-02-01T15:13:50-03:00;2023-02-01;08836445000118;ADMINISTRAAIR CONSULTORIA AERONAUTICA LTDA;06699029000190;CANOPUS CONSTRUÇÕES LTDA;13612.00;12774.86;ADMINISTRAAIR_CONSULTORIA_AERONAUTICA_LTDA NFS-e 2300000000030.xml;saida_adn_nfse\empresas\empresa_7_cert_1\json\12_31062001208836445000118230000000003023028272837234.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\ADMINISTRAAIR_CONSULTORIA_AERONAUTICA_LTDA NFS-e 2300000000030.xml;2026-07-09T15:22:31;saida_adn_nfse\empresas\empresa_7_cert_1\danfse\pdf_gerado\31062001208836445000118230000000003023028272837234.pdf;oficial
31062001208836445000118230000000003723033153268505;13;13;1;NFSE;2300000000037;2023-03-01T08:06:50-03:00;2023-03-01;08836445000118;ADMINISTRAAIR CONSULTORIA AERONAUTICA LTDA;06699029000190;CANOPUS CONSTRUÇÕES LTDA;13612.00;12774.86;ADMINISTRAAIR_CONSULTORIA_AERONAUTICA_LTDA NFS-e 2300000000037.xml;saida_adn_nfse\empresas\empresa_7_cert_1\json\13_31062001208836445000118230000000003723033153268505.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\ADMINISTRAAIR_CONSULTORIA_AERONAUTICA_LTDA NFS-e 2300000000037.xml;2026-07-09T15:22:37;saida_adn_nfse\empresas\empresa_7_cert_1\danfse\pdf_gerado\31062001208836445000118230000000003723033153268505.pdf;oficial
31062001242248627000106230000000000323034541831386;14;14;1;NFSE;2300000000003;2023-03-02T07:53:15-03:00;2023-03-02;42248627000106;K. S. FONTES ADMINISTRACAO;06699029000190;CANOPUS CONSTRUÇÕES LTDA;35000.00;35000.00;K._S._FONTES_ADMINISTRACAO NFS-e 2300000000003.xml;saida_adn_nfse\empresas\empresa_7_cert_1\json\14_31062001242248627000106230000000000323034541831386.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\K._S._FONTES_ADMINISTRACAO NFS-e 2300000000003.xml;2026-07-09T15:22:48;saida_adn_nfse\empresas\empresa_7_cert_1\danfse\pdf_gerado\31062001242248627000106230000000000323034541831386.pdf;oficial
31062001208991555000154230000000034723039980619602;15;15;1;NFSE;2300000000347;2023-03-02T08:31:35-03:00;2023-03-02;08991555000154;CAPYS IT SOLUTIONS SERVICOS EM TECNOLOGIA DA INFORMACAO S/A;06699029000190;CANOPUS CONSTRUCOES LTDA;3854.69;3854.69;CAPYS_IT_SOLUTIONS_SERVICOS_EM_TECNOLOGIA_DA_INFORMACAO_SA NFS-e 2300000000347.xml;saida_adn_nfse\empresas\empresa_7_cert_1\json\15_31062001208991555000154230000000034723039980619602.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\CAPYS_IT_SOLUTIONS_SERVICOS_EM_TECNOLOGIA_DA_INFORMACAO_SA NFS-e 2300000000347.xml;2026-07-09T15:22:50;;
31062001208520250000164230000000001223037609158959;16;16;1;NFSE;2300000000012;2023-03-07T15:07:54-03:00;2023-03-07;08520250000164;VIP INTERIORES EM COUROS LTDA;06699029000190;CANOPUS CONSTRUCOES LTDA;2500.00;2500.00;VIP_INTERIORES_EM_COUROS_LTDA NFS-e 2300000000012.xml;saida_adn_nfse\empresas\empresa_7_cert_1\json\16_31062001208520250000164230000000001223037609158959.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\VIP_INTERIORES_EM_COUROS_LTDA NFS-e 2300000000012.xml;2026-07-09T15:22:59;saida_adn_nfse\empresas\empresa_7_cert_1\danfse\pdf_gerado\31062001208520250000164230000000001223037609158959.pdf;oficial
31062001210743384000196230000000006123030868438422;17;17;1;NFSE;2300000000061;2023-03-13T09:24:59-03:00;2023-03-13;10743384000196;DALLAS AIRMOTIVE MANUTENCAO DE MOTORES AERONAUTICOS LTDA.;06699029000190;CANOPUS CONSTRUÇÕES LTDA;3832.99;3794.66;DALLAS_AIRMOTIVE_MANUTENCAO_DE_MOTORES_AERONAUTICOS_LTDA NFS-e 2300000000061.xml;saida_adn_nfse\empresas\empresa_7_cert_1\json\17_31062001210743384000196230000000006123030868438422.json;saida_adn_nfse\empresas\empresa_7_cert_1\xml\DALLAS_AIRMOTIVE_MANUTENCAO_DE_MOTORES_AERONAUTICOS_LTDA NFS-e 2300000000061.xml;2026-07-09T15:23:12;saida_adn_nfse\empresas\empresa_7_cert_1\danfse\pdf_gerado\31062001210743384000196230000000006123030868438422.pdf;oficial
