chave;primeiro_nsu;ultimo_nsu;qtd_ocorrencias;tipo_documento;numero_nfse;data_emissao;competencia;prestador_cnpj;prestador_nome;tomador_cnpj;tomador_nome;valor_servico;valor_liquido;arquivo_xml;json_path;xml_path;atualizado_em;pdf_path;pdf_tipo
52051091201562359000115000000000254726030910547738;1001;1001;1;NFSE;2547;2026-03-03T11:13:00-03:00;2026-03-03;01562359000115;AS TURISMO LTDA.;26743708000126;GUARDIA SEGURANCA E VIGILANCIA LTDA.;19000.00;18373.00;AS_TURISMO_LTDA NFS-e 2547.xml;saida_adn_nfse\empresas\empresa_9_cert_8\json\1001_52051091201562359000115000000000254726030910547738.json;saida_adn_nfse\empresas\empresa_9_cert_8\xml\AS_TURISMO_LTDA NFS-e 2547.xml;2026-07-10T09:20:10;saida_adn_nfse\empresas\empresa_9_cert_8\danfse\pdf_gerado\52051091201562359000115000000000254726030910547738.pdf;oficial
52051091201562359000115000000000254926036072747579;1002;1002;1;NFSE;2549;2026-03-03T11:13:00-03:00;2026-03-03;01562359000115;AS TURISMO LTDA.;26743708000126;GUARDIA SEGURANCA E VIGILANCIA LTDA.;23000.00;21551.00;AS_TURISMO_LTDA NFS-e 2549.xml;saida_adn_nfse\empresas\empresa_9_cert_8\json\1002_52051091201562359000115000000000254926036072747579.json;saida_adn_nfse\empresas\empresa_9_cert_8\xml\AS_TURISMO_LTDA NFS-e 2549.xml;2026-07-10T09:20:11;;
52051091207852728000190000000001475326037368543095;1003;1003;1;NFSE;14753;2026-03-03T15:07:00-03:00;2026-03-03;07852728000190;POSTO SAO JOAO COMERCIO E DERIVADOS DE PETROLEO LTDA;26743708000126;GUARDIA SEGURANCA E VIGILANCIA LTDA.;240.00;240.00;POSTO_SAO_JOAO_COMERCIO_E_DERIVADOS_DE_PETROLEO_LTDA NFS-e 14753.xml;saida_adn_nfse\empresas\empresa_9_cert_8\json\1003_52051091207852728000190000000001475326037368543095.json;saida_adn_nfse\empresas\empresa_9_cert_8\xml\POSTO_SAO_JOAO_COMERCIO_E_DERIVADOS_DE_PETROLEO_LTDA NFS-e 14753.xml;2026-07-10T09:20:22;saida_adn_nfse\empresas\empresa_9_cert_8\danfse\pdf_gerado\52051091207852728000190000000001475326037368543095.pdf;oficial
31062002273911372000143000000000092326036583952010;1004;1004;1;NFSE;923;2026-03-04T16:26:40-03:00;2026-03-04;73911372000143;WIRELESS TELECOM MONITORAMENTO E RASTREAMENTO LTDA.;26743708000126;GUARDIA SEGURANCA E VIGILANCIA LTDA;378.00;349.08;WIRELESS_TELECOM_MONITORAMENTO_E_RASTREAMENTO_LTDA NFS-e 923.xml;saida_adn_nfse\empresas\empresa_9_cert_8\json\1004_31062002273911372000143000000000092326036583952010.json;saida_adn_nfse\empresas\empresa_9_cert_8\xml\WIRELESS_TELECOM_MONITORAMENTO_E_RASTREAMENTO_LTDA NFS-e 923.xml;2026-07-10T09:20:23;;
35057081204740876000125000000302066626030743276870;1005;1005;1;NFSE;3020666;2026-03-05T07:43:27-03:00;2026-03-05;04740876000125;ALELO INSTITUIÇAO DE PAGAMENTO S.A.;26743708000126;Guardia Seguranca e Vigilancia LTDA;1.00;1.00;ALELO_INSTITUICAO_DE_PAGAMENTO_S.A NFS-e 3020666.xml;saida_adn_nfse\empresas\empresa_9_cert_8\json\1005_35057081204740876000125000000302066626030743276870.json;saida_adn_nfse\empresas\empresa_9_cert_8\xml\ALELO_INSTITUICAO_DE_PAGAMENTO_S.A NFS-e 3020666.xml;2026-07-10T09:20:26;saida_adn_nfse\empresas\empresa_9_cert_8\danfse\pdf_gerado\35057081204740876000125000000302066626030743276870.pdf;oficial
35387091222882218000150000000001486425010385729869;1006;1006;1;NFSE;14864;2025-01-08T10:20:35-03:00;2025-01-08;22882218000150;BICUDO & MARTINS SEGURANÇA DO TRABALHO LTDA ME;26743708000126;GUARDIA SEGURANCA E VIGILANCIA LTDA;210.00;210.00;BICUDO_&_MARTINS_SEGURANCA_DO_TRABALHO_LTDA_ME NFS-e 14864.xml;saida_adn_nfse\empresas\empresa_9_cert_8\json\1006_35387091222882218000150000000001486425010385729869.json;saida_adn_nfse\empresas\empresa_9_cert_8\xml\BICUDO_&_MARTINS_SEGURANCA_DO_TRABALHO_LTDA_ME NFS-e 14864.xml;2026-07-10T09:20:27;;
35057081204740876000125000000314644626031023124206;1007;1007;1;NFSE;3146446;2026-03-06T10:23:12-03:00;2026-03-06;04740876000125;ALELO INSTITUIÇAO DE PAGAMENTO S.A.;26743708000126;Guardia Seguranca e Vigilancia LTDA;1.00;1.00;ALELO_INSTITUICAO_DE_PAGAMENTO_S.A NFS-e 3146446.xml;saida_adn_nfse\empresas\empresa_9_cert_8\json\1007_35057081204740876000125000000314644626031023124206.json;saida_adn_nfse\empresas\empresa_9_cert_8\xml\ALELO_INSTITUICAO_DE_PAGAMENTO_S.A NFS-e 3146446.xml;2026-07-10T09:20:27;;
52051091237926205000102000000000031526035291764109;1008;1008;1;NFSE;315;2026-03-06T17:25:00-03:00;2026-03-06;37926205000102;GISELE MARÇAL DA SILVA FALCÃO.;26743708000126;GUARDIA SEGURANCA E VIGILANCIA LTDA.;12840.00;12840.00;GISELE_MARCAL_DA_SILVA_FALCAO NFS-e 315.xml;saida_adn_nfse\empresas\empresa_9_cert_8\json\1008_52051091237926205000102000000000031526035291764109.json;saida_adn_nfse\empresas\empresa_9_cert_8\xml\GISELE_MARCAL_DA_SILVA_FALCAO NFS-e 315.xml;2026-07-10T09:20:28;;
52155042239398141000140000000000027026038017519065;1009;1009;1;NFSE;270;2026-03-09T15:33:39-03:00;2026-03-09;39398141000140;GUSTAVO RESENDE ARAUJO 70449779106;26743708000126;GUARDIA SEGURANCA E VIGILANCIA LTDA;300.00;300.00;GUSTAVO_RESENDE_ARAUJO_70449779106 NFS-e 270.xml;saida_adn_nfse\empresas\empresa_9_cert_8\json\1009_52155042239398141000140000000000027026038017519065.json;saida_adn_nfse\empresas\empresa_9_cert_8\xml\GUSTAVO_RESENDE_ARAUJO_70449779106 NFS-e 270.xml;2026-07-10T09:20:29;;
52051091220602408000140000000000442126033067626474;1010;1010;1;NFSE;4421;2026-03-10T16:40:00-03:00;2026-03-10;20602408000140;EQUALIS SAUDE LTDA.;26743708000126;GUARDIA SEGURANCA E VIGILANCIA LTDA.;2946.67;2946.67;EQUALIS_SAUDE_LTDA NFS-e 4421.xml;saida_adn_nfse\empresas\empresa_9_cert_8\json\1010_52051091220602408000140000000000442126033067626474.json;saida_adn_nfse\empresas\empresa_9_cert_8\xml\EQUALIS_SAUDE_LTDA NFS-e 4421.xml;2026-07-10T09:20:38;saida_adn_nfse\empresas\empresa_9_cert_8\danfse\pdf_gerado\52051091220602408000140000000000442126033067626474.pdf;oficial
