nsu;chave;tipo_documento;json_path;xml_path;registrado_em
1001;52051091201562359000115000000000254726030910547738;NFSE;saida_adn_nfse\empresas\empresa_6_cert_5\json\1001_52051091201562359000115000000000254726030910547738.json;saida_adn_nfse\empresas\empresa_6_cert_5\xml\AS_TURISMO_LTDA NFS-e 2547.xml;2026-07-10T08:26:25
1002;52051091201562359000115000000000254926036072747579;NFSE;saida_adn_nfse\empresas\empresa_6_cert_5\json\1002_52051091201562359000115000000000254926036072747579.json;saida_adn_nfse\empresas\empresa_6_cert_5\xml\AS_TURISMO_LTDA NFS-e 2549.xml;2026-07-10T08:26:29
1003;52051091207852728000190000000001475326037368543095;NFSE;saida_adn_nfse\empresas\empresa_6_cert_5\json\1003_52051091207852728000190000000001475326037368543095.json;saida_adn_nfse\empresas\empresa_6_cert_5\xml\POSTO_SAO_JOAO_COMERCIO_E_DERIVADOS_DE_PETROLEO_LTDA NFS-e 14753.xml;2026-07-10T08:26:32
1004;31062002273911372000143000000000092326036583952010;NFSE;saida_adn_nfse\empresas\empresa_6_cert_5\json\1004_31062002273911372000143000000000092326036583952010.json;saida_adn_nfse\empresas\empresa_6_cert_5\xml\WIRELESS_TELECOM_MONITORAMENTO_E_RASTREAMENTO_LTDA NFS-e 923.xml;2026-07-10T08:26:33
1005;35057081204740876000125000000302066626030743276870;NFSE;saida_adn_nfse\empresas\empresa_6_cert_5\json\1005_35057081204740876000125000000302066626030743276870.json;saida_adn_nfse\empresas\empresa_6_cert_5\xml\ALELO_INSTITUICAO_DE_PAGAMENTO_S.A NFS-e 3020666.xml;2026-07-10T08:26:43
1006;35387091222882218000150000000001486425010385729869;NFSE;saida_adn_nfse\empresas\empresa_6_cert_5\json\1006_35387091222882218000150000000001486425010385729869.json;saida_adn_nfse\empresas\empresa_6_cert_5\xml\BICUDO_&_MARTINS_SEGURANCA_DO_TRABALHO_LTDA_ME NFS-e 14864.xml;2026-07-10T08:26:44
1007;35057081204740876000125000000314644626031023124206;NFSE;saida_adn_nfse\empresas\empresa_6_cert_5\json\1007_35057081204740876000125000000314644626031023124206.json;saida_adn_nfse\empresas\empresa_6_cert_5\xml\ALELO_INSTITUICAO_DE_PAGAMENTO_S.A NFS-e 3146446.xml;2026-07-10T08:26:52
1008;52051091237926205000102000000000031526035291764109;NFSE;saida_adn_nfse\empresas\empresa_6_cert_5\json\1008_52051091237926205000102000000000031526035291764109.json;saida_adn_nfse\empresas\empresa_6_cert_5\xml\GISELE_MARCAL_DA_SILVA_FALCAO NFS-e 315.xml;2026-07-10T08:26:58
1009;52155042239398141000140000000000027026038017519065;NFSE;saida_adn_nfse\empresas\empresa_6_cert_5\json\1009_52155042239398141000140000000000027026038017519065.json;saida_adn_nfse\empresas\empresa_6_cert_5\xml\GUSTAVO_RESENDE_ARAUJO_70449779106 NFS-e 270.xml;2026-07-10T08:27:06
1010;52051091220602408000140000000000442126033067626474;NFSE;saida_adn_nfse\empresas\empresa_6_cert_5\json\1010_52051091220602408000140000000000442126033067626474.json;saida_adn_nfse\empresas\empresa_6_cert_5\xml\EQUALIS_SAUDE_LTDA NFS-e 4421.xml;2026-07-10T08:27:10
1011;52011081207405203000107000000001113926031772702670;NFSE;saida_adn_nfse\empresas\empresa_6_cert_5\json\1011_52011081207405203000107000000001113926031772702670.json;saida_adn_nfse\empresas\empresa_6_cert_5\xml\AME_ASSESSORIA_E_CONTROLE_EMPRESARIAL_LTDA NFS-e 11139.xml;2026-07-10T08:27:14
1012;52119091232725268000187000000001671326037088403096;NFSE;saida_adn_nfse\empresas\empresa_6_cert_5\json\1012_52119091232725268000187000000001671326037088403096.json;saida_adn_nfse\empresas\empresa_6_cert_5\xml\SERV_MED NFS-e 16713.xml;2026-07-10T08:27:24
1013;52087071200366982000130000000002075526031773135934;NFSE;saida_adn_nfse\empresas\empresa_6_cert_5\json\1013_52087071200366982000130000000002075526031773135934.json;saida_adn_nfse\empresas\empresa_6_cert_5\xml\CENTRAL_REGIONAL_DE_COOPERATIVAS_MEDICAS_UNIMED_CERRADO NFS-e 20755.xml;2026-07-10T08:27:35
1014;52087071200366982000130000000002075626031773135938;NFSE;saida_adn_nfse\empresas\empresa_6_cert_5\json\1014_52087071200366982000130000000002075626031773135938.json;saida_adn_nfse\empresas\empresa_6_cert_5\xml\CENTRAL_REGIONAL_DE_COOPERATIVAS_MEDICAS_UNIMED_CERRADO NFS-e 20756.xml;2026-07-10T08:27:35
1015;52014051213363821000134000000001609826031772471744;NFSE;saida_adn_nfse\empresas\empresa_6_cert_5\json\1015_52014051213363821000134000000001609826031772471744.json;saida_adn_nfse\empresas\empresa_6_cert_5\xml\RST_-_RASTREAMENTO_SEGURANCA_TECNOLOGIA_BRASIL_LTDA_-_ME NFS-e 16098.xml;2026-07-10T08:27:42
1016;52087071253420564002860000001448721826031773167963;NFSE;saida_adn_nfse\empresas\empresa_6_cert_5\json\1016_52087071253420564002860000001448721826031773167963.json;saida_adn_nfse\empresas\empresa_6_cert_5\xml\CLIENT_CO_SERVICOS_DE_REDE_NORDESTE_SA NFS-e 14487218.xml;2026-07-10T08:27:50
1017;52014051246429532000140000000000042926031773161424;NFSE;saida_adn_nfse\empresas\empresa_6_cert_5\json\1017_52014051246429532000140000000000042926031773161424.json;saida_adn_nfse\empresas\empresa_6_cert_5\xml\SAFARI_K9_SERVICOS_LTDA NFS-e 429.xml;2026-07-10T08:27:54
1018;52014051235643292000165000000000179926031773139860;NFSE;saida_adn_nfse\empresas\empresa_6_cert_5\json\1018_52014051235643292000165000000000179926031773139860.json;saida_adn_nfse\empresas\empresa_6_cert_5\xml\A_D_DE_MACEDO_EIRELI NFS-e 1799.xml;2026-07-10T08:28:00
1019;52014051208683960000105000000002563926031773136694;NFSE;saida_adn_nfse\empresas\empresa_6_cert_5\json\1019_52014051208683960000105000000002563926031773136694.json;saida_adn_nfse\empresas\empresa_6_cert_5\xml\GUARD_SISTEMAS_DE_SEGURANCA_LTDA NFS-e 25639.xml;2026-07-10T08:28:04
