chave;primeiro_nsu;ultimo_nsu;qtd_ocorrencias;tipo_documento;numero_nfse;data_emissao;competencia;prestador_cnpj;prestador_nome;tomador_cnpj;tomador_nome;valor_servico;valor_liquido;arquivo_xml;json_path;xml_path;atualizado_em;pdf_path;pdf_tipo
23073042259043675000160000000000001025121986513980;1932;1936;2;NFSE;10;2025-12-09T11:59:43-03:00;2025-12-09;59043675000160;59.043.675 EDMAR DA SILVA RODRIGUES;26354401000133;CANOPUS CONSTRUCOES FORTALEZA LTDA;320.00;320.00;1936_23073042259043675000160000000000001025121986513980.xml;saida_adn_nfse\empresas\empresa_25_cert_19\json\1936_23073042259043675000160000000000001025121986513980.json;saida_adn_nfse\empresas\empresa_25_cert_19\xml\1936_23073042259043675000160000000000001025121986513980.xml;2026-07-08T16:19:27;saida_adn_nfse\empresas\empresa_25_cert_19\danfse\pdf_gerado\23073042259043675000160000000000001025121986513980.pdf;oficial
23044002244622182000108000000000064025128555853329;1933;1933;1;NFSE;640;2025-12-09T10:35:00-03:00;2025-12-09;44622182000108;VLADIMIR DE SOUSA SILVA 23385677300;26354401000133;CANOPUS CONSTRUCOES FORTALEZA LTDA;303.50;303.50;VLADIMIR_DE_SOUSA_SILVA_23385677300 NFS-e 640.xml;saida_adn_nfse\empresas\empresa_25_cert_19\json\1933_23044002244622182000108000000000064025128555853329.json;saida_adn_nfse\empresas\empresa_25_cert_19\xml\VLADIMIR_DE_SOUSA_SILVA_23385677300 NFS-e 640.xml;2026-07-08T16:19:22;;
23077002257929501000174000000000001625128741899013;1934;1934;1;NFSE;16;2025-12-09T11:11:56-03:00;2025-12-09;57929501000174;57.929.501 EMANUEL ANDERSON SOUZA FERREIRA;26354401000133;CANOPUS CONSTRUCOES FORTALEZA LTDA;520.00;520.00;57.929.501_EMANUEL_ANDERSON_SOUZA_FERREIRA NFS-e 16.xml;saida_adn_nfse\empresas\empresa_25_cert_19\json\1934_23077002257929501000174000000000001625128741899013.json;saida_adn_nfse\empresas\empresa_25_cert_19\xml\57.929.501_EMANUEL_ANDERSON_SOUZA_FERREIRA NFS-e 16.xml;2026-07-08T16:19:24;;
23044001209278188000109000000000185923100495475902;1935;1935;1;NFSE;1859;2023-10-02T14:48:27-00:00;2023-10-01;09278188000109;COSTA LIMA LOCACOES DE MAQUINAS E EQUIPAMENTOS LTDA ME;26354401000133;Canopus Construções Fortaleza Ltda;792.00;792.00;COSTA_LIMA_LOCACOES_DE_MAQUINAS_E_EQUIPAMENTOS_LTDA_ME NFS-e 1859.xml;saida_adn_nfse\empresas\empresa_25_cert_19\json\1935_23044001209278188000109000000000185923100495475902.json;saida_adn_nfse\empresas\empresa_25_cert_19\xml\COSTA_LIMA_LOCACOES_DE_MAQUINAS_E_EQUIPAMENTOS_LTDA_ME NFS-e 1859.xml;2026-07-08T16:19:26;;
23044001246111709000165000000000006523100823610330;1937;1937;1;NFSE;65;2023-10-02T15:05:56-00:00;2023-10-01;46111709000165;THAIS DE OLIVEIRA ALVES;26354401000133;CANOPUS CONSTRUÇOES FORTALEZA LTDA;5000.00;4899.50;THAIS_DE_OLIVEIRA_ALVES NFS-e 65.xml;saida_adn_nfse\empresas\empresa_25_cert_19\json\1937_23044001246111709000165000000000006523100823610330.json;saida_adn_nfse\empresas\empresa_25_cert_19\xml\THAIS_DE_OLIVEIRA_ALVES NFS-e 65.xml;2026-07-08T16:19:35;saida_adn_nfse\empresas\empresa_25_cert_19\danfse\pdf_gerado\23044001246111709000165000000000006523100823610330.pdf;oficial
23044001246111709000165000000000006623100123375552;1938;1938;1;NFSE;66;2023-10-02T15:08:15-00:00;2023-10-01;46111709000165;THAIS DE OLIVEIRA ALVES;26354401000133;CANOPUS CONSTRUÇOES FORTALEZA LTDA;1000.00;979.90;THAIS_DE_OLIVEIRA_ALVES NFS-e 66.xml;saida_adn_nfse\empresas\empresa_25_cert_19\json\1938_23044001246111709000165000000000006623100123375552.json;saida_adn_nfse\empresas\empresa_25_cert_19\xml\THAIS_DE_OLIVEIRA_ALVES NFS-e 66.xml;2026-07-08T16:19:36;;
23044001204083933000140000000000059623100934549256;1939;1939;1;NFSE;596;2023-10-02T17:22:57-00:00;2023-10-01;04083933000140;MARCELO FRANCO ARQUITETOS ASSOCIADOS LTDA EPP;26354401000133;CANOPUS CONSTRUÇÕES FORTALEZA LTDA;18750.00;16659.37;MARCELO_FRANCO_ARQUITETOS_ASSOCIADOS_LTDA_EPP NFS-e 596.xml;saida_adn_nfse\empresas\empresa_25_cert_19\json\1939_23044001204083933000140000000000059623100934549256.json;saida_adn_nfse\empresas\empresa_25_cert_19\xml\MARCELO_FRANCO_ARQUITETOS_ASSOCIADOS_LTDA_EPP NFS-e 596.xml;2026-07-08T16:19:37;;
23044001250159695000127000000000005323100752387905;1940;1940;1;NFSE;53;2023-10-03T09:30:07-00:00;2023-10-01;50159695000127;AGENCIA BLUE PRO ORGANIZACAO DE EVENTOS E INTELIGENCIA EMPRESARIAL LTDA;26354401000133;CANOPUS CONSTRUÇÕES FORTALEZA LTDA;1530.00;1496.80;AGENCIA_BLUE_PRO_ORGANIZACAO_DE_EVENTOS_E_INTELIGENCIA_EMPRESARIAL_LTDA NFS-e 53.xml;saida_adn_nfse\empresas\empresa_25_cert_19\json\1940_23044001250159695000127000000000005323100752387905.json;saida_adn_nfse\empresas\empresa_25_cert_19\xml\AGENCIA_BLUE_PRO_ORGANIZACAO_DE_EVENTOS_E_INTELIGENCIA_EMPRESARIAL_LTDA NFS-e 53.xml;2026-07-08T16:19:38;;
23044001212984923000104000000000330523100190356254;1941;1941;1;NFSE;3305;2023-10-03T12:19:17-00:00;2023-10-01;12984923000104;WYPEL OLIVEIRA TEIXEIRA;26354401000133;CANOPUS CONSTRUCOES FORTALEZA LTDA;340.00;323.00;WYPEL_OLIVEIRA_TEIXEIRA NFS-e 3305.xml;saida_adn_nfse\empresas\empresa_25_cert_19\json\1941_23044001212984923000104000000000330523100190356254.json;saida_adn_nfse\empresas\empresa_25_cert_19\xml\WYPEL_OLIVEIRA_TEIXEIRA NFS-e 3305.xml;2026-07-08T16:19:39;;
23044001241603209000127000000000011123100772486762;1942;1942;1;NFSE;111;2023-10-03T13:27:09-00:00;2023-10-01;41603209000127;J. C. DE OLIVEIRA NETO;26354401000133;CANOPUS CONSTRUCOES FORTALEZA LTDA;4700.00;4605.53;J._C._DE_OLIVEIRA_NETO NFS-e 111.xml;saida_adn_nfse\empresas\empresa_25_cert_19\json\1942_23044001241603209000127000000000011123100772486762.json;saida_adn_nfse\empresas\empresa_25_cert_19\xml\J._C._DE_OLIVEIRA_NETO NFS-e 111.xml;2026-07-08T16:19:40;;
