nsu;chave;tipo_documento;json_path;xml_path;registrado_em
1001;52014051297458533000153000000002111725101760695955;NFSE;saida_adn_nfse\empresas\empresa_10_cert_9\json\1001_52014051297458533000153000000002111725101760695955.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21117.xml;2026-07-10T09:33:05
1002;52014051297458533000153000000002112225101760697723;NFSE;saida_adn_nfse\empresas\empresa_10_cert_9\json\1002_52014051297458533000153000000002112225101760697723.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21122.xml;2026-07-10T09:33:17
1003;52014051297458533000153000000002112325101760697735;NFSE;saida_adn_nfse\empresas\empresa_10_cert_9\json\1003_52014051297458533000153000000002112325101760697735.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21123.xml;2026-07-10T09:33:17
1004;52014051297458533000153000000002112725101760712917;NFSE;saida_adn_nfse\empresas\empresa_10_cert_9\json\1004_52014051297458533000153000000002112725101760712917.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21127.xml;2026-07-10T09:33:26
1005;52014051297458533000153000000002112825101760714352;NFSE;saida_adn_nfse\empresas\empresa_10_cert_9\json\1005_52014051297458533000153000000002112825101760714352.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21128.xml;2026-07-10T09:33:30
1006;52014051297458533000153000000002113125101760956051;NFSE;saida_adn_nfse\empresas\empresa_10_cert_9\json\1006_52014051297458533000153000000002113125101760956051.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21131.xml;2026-07-10T09:33:35
1007;52014051208683960000105000000002061025101760956086;NFSE;saida_adn_nfse\empresas\empresa_10_cert_9\json\1007_52014051208683960000105000000002061025101760956086.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARD_SISTEMAS_DE_SEGURANCA_LTDA NFS-e 20610.xml;2026-07-10T09:33:43
1008;52014051297458533000153000000002113225101760957124;NFSE;saida_adn_nfse\empresas\empresa_10_cert_9\json\1008_52014051297458533000153000000002113225101760957124.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21132.xml;2026-07-10T09:33:50
1009;52014051297458533000153000000002113425101760957911;NFSE;saida_adn_nfse\empresas\empresa_10_cert_9\json\1009_52014051297458533000153000000002113425101760957911.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21134.xml;2026-07-10T09:34:12
1010;52014051297458533000153000000002113625101760959229;NFSE;saida_adn_nfse\empresas\empresa_10_cert_9\json\1010_52014051297458533000153000000002113625101760959229.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21136.xml;2026-07-10T09:34:17
1011;52014051297458533000153000000002113925101761040351;NFSE;saida_adn_nfse\empresas\empresa_10_cert_9\json\1011_52014051297458533000153000000002113925101761040351.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21139.xml;2026-07-10T09:34:18
1012;52014051297458533000153000000002114025101761040360;NFSE;saida_adn_nfse\empresas\empresa_10_cert_9\json\1012_52014051297458533000153000000002114025101761040360.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21140.xml;2026-07-10T09:34:34
1013;52014051297458533000153000000002114525101761069650;NFSE;saida_adn_nfse\empresas\empresa_10_cert_9\json\1013_52014051297458533000153000000002114525101761069650.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21145.xml;2026-07-10T09:34:38
