chave;primeiro_nsu;ultimo_nsu;qtd_ocorrencias;tipo_documento;numero_nfse;data_emissao;competencia;prestador_cnpj;prestador_nome;tomador_cnpj;tomador_nome;valor_servico;valor_liquido;arquivo_xml;json_path;xml_path;atualizado_em;pdf_path;pdf_tipo
52014051297458533000153000000002111725101760695955;1001;1001;1;NFSE;21117;2025-10-17T10:12:39-03:00;2025-10-17;97458533000153;GUARDIA ADMINISTRACAO E SERVICOS LTDA;26108898000533;CMOC BRASIL MINERACAO INDUSTRIA E PARTICIPACOES LTDA;168825.89;137339.86;GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21117.xml;saida_adn_nfse\empresas\empresa_10_cert_9\json\1001_52014051297458533000153000000002111725101760695955.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21117.xml;2026-07-10T09:33:16;saida_adn_nfse\empresas\empresa_10_cert_9\danfse\pdf_gerado\52014051297458533000153000000002111725101760695955.pdf;oficial
52014051297458533000153000000002112225101760697723;1002;1002;1;NFSE;21122;2025-10-17T10:42:02-03:00;2025-10-17;97458533000153;GUARDIA ADMINISTRACAO E SERVICOS LTDA;01567601000143;UNIVERSIDADE FEDERAL DE GOIAS;29546.75;22027.11;GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21122.xml;saida_adn_nfse\empresas\empresa_10_cert_9\json\1002_52014051297458533000153000000002112225101760697723.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21122.xml;2026-07-10T09:33:17;;
52014051297458533000153000000002112325101760697735;1003;1003;1;NFSE;21123;2025-10-17T10:42:12-03:00;2025-10-17;97458533000153;GUARDIA ADMINISTRACAO E SERVICOS LTDA;01567601000143;UNIVERSIDADE FEDERAL DE GOIAS;2947.27;2197.20;GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21123.xml;saida_adn_nfse\empresas\empresa_10_cert_9\json\1003_52014051297458533000153000000002112325101760697735.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21123.xml;2026-07-10T09:33:26;saida_adn_nfse\empresas\empresa_10_cert_9\danfse\pdf_gerado\52014051297458533000153000000002112325101760697735.pdf;oficial
52014051297458533000153000000002112725101760712917;1004;1004;1;NFSE;21127;2025-10-17T14:55:12-03:00;2025-10-17;97458533000153;GUARDIA ADMINISTRACAO E SERVICOS LTDA;26108898000703;CMOC BRASIL MINERACAO INDUSTRIA E PARTICIPACOES LTDA;20451.32;16637.16;GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21127.xml;saida_adn_nfse\empresas\empresa_10_cert_9\json\1004_52014051297458533000153000000002112725101760712917.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21127.xml;2026-07-10T09:33:30;saida_adn_nfse\empresas\empresa_10_cert_9\danfse\pdf_gerado\52014051297458533000153000000002112725101760712917.pdf;oficial
52014051297458533000153000000002112825101760714352;1005;1005;1;NFSE;21128;2025-10-17T15:19:16-03:00;2025-10-17;97458533000153;GUARDIA ADMINISTRACAO E SERVICOS LTDA;02513991001022;DE HEUS INDUSTRIA E COMERCIO DE NUTRICAO ANIMAL LTDA;1631.28;1278.12;GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21128.xml;saida_adn_nfse\empresas\empresa_10_cert_9\json\1005_52014051297458533000153000000002112825101760714352.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21128.xml;2026-07-10T09:33:35;saida_adn_nfse\empresas\empresa_10_cert_9\danfse\pdf_gerado\52014051297458533000153000000002112825101760714352.pdf;oficial
52014051297458533000153000000002113125101760956051;1006;1006;1;NFSE;21131;2025-10-20T10:27:33-03:00;2025-10-20;97458533000153;GUARDIA ADMINISTRACAO E SERVICOS LTDA;26108898000703;CMOC BRASIL MINERACAO INDUSTRIA E PARTICIPACOES LTDA;58613.62;47682.18;GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21131.xml;saida_adn_nfse\empresas\empresa_10_cert_9\json\1006_52014051297458533000153000000002113125101760956051.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21131.xml;2026-07-10T09:33:43;saida_adn_nfse\empresas\empresa_10_cert_9\danfse\pdf_gerado\52014051297458533000153000000002113125101760956051.pdf;oficial
52014051208683960000105000000002061025101760956086;1007;1007;1;NFSE;20610;2025-10-20T10:28:05-03:00;2025-10-20;08683960000105;GUARD SISTEMAS DE SEGURANCA LTDA;97458533000153;GUARDIA ADMINISTRACAO E SERVICOS LTDA;380.00;380.00;GUARD_SISTEMAS_DE_SEGURANCA_LTDA NFS-e 20610.xml;saida_adn_nfse\empresas\empresa_10_cert_9\json\1007_52014051208683960000105000000002061025101760956086.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARD_SISTEMAS_DE_SEGURANCA_LTDA NFS-e 20610.xml;2026-07-10T09:33:50;saida_adn_nfse\empresas\empresa_10_cert_9\danfse\pdf_gerado\52014051208683960000105000000002061025101760956086.pdf;oficial
52014051297458533000153000000002113225101760957124;1008;1008;1;NFSE;21132;2025-10-20T10:45:20-03:00;2025-10-20;97458533000153;GUARDIA ADMINISTRACAO E SERVICOS LTDA;26108898000290;CMOC BRASIL MINERACAO INDUSTRIA E PARTICIPACOES LTDA;132998.57;104204.37;GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21132.xml;saida_adn_nfse\empresas\empresa_10_cert_9\json\1008_52014051297458533000153000000002113225101760957124.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21132.xml;2026-07-10T09:33:50;;
52014051297458533000153000000002113425101760957911;1009;1009;1;NFSE;21134;2025-10-20T10:58:39-03:00;2025-10-20;97458533000153;GUARDIA ADMINISTRACAO E SERVICOS LTDA;;HAILE SELASSIE DE GOIAS PINHEIRO(ESPOLIO);3140.81;3140.81;GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21134.xml;saida_adn_nfse\empresas\empresa_10_cert_9\json\1009_52014051297458533000153000000002113425101760957911.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21134.xml;2026-07-10T09:34:17;saida_adn_nfse\empresas\empresa_10_cert_9\danfse\pdf_gerado\52014051297458533000153000000002113425101760957911.pdf;oficial
52014051297458533000153000000002113625101760959229;1010;1010;1;NFSE;21136;2025-10-20T11:20:27-03:00;2025-10-20;97458533000153;GUARDIA ADMINISTRACAO E SERVICOS LTDA;26108898000703;CMOC BRASIL MINERACAO INDUSTRIA E PARTICIPACOES LTDA;54961.05;44710.82;GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21136.xml;saida_adn_nfse\empresas\empresa_10_cert_9\json\1010_52014051297458533000153000000002113625101760959229.json;saida_adn_nfse\empresas\empresa_10_cert_9\xml\GUARDIA_ADMINISTRACAO_E_SERVICOS_LTDA NFS-e 21136.xml;2026-07-10T09:34:17;;
